resume_text,label,job_title
hands-on experience in selenium postman bugzilla junit manual testing problem solving supply chain skills: selenium postman bugzilla junit manual testing,Software QA,QA Tester
worked on several projects involving xml android studio jvaa kotlin firebase critical thinking communication skills: xml android studio java kotlin firebase,Software Development,Android Developer
hands-on experience in financial modeling budgeting forecasting erp excel team player supply chain skills: financial modeling budgeting forecasting erp excel,Finance,Finance Analyst
hands-on experience in docker express typescript recat mongodb node content writing team player skills: docker express typescript react mongodb node,Software Development,Full Stack Developer
responsible for developing solutions using pandas tensorflow sklearn numpy attention to detail accounting skills: pandas tensorflow sklearn numpy,Data Science,ML Engineer
hands-on experience in hadoop etl airflow pyhton slq attention to detail leadership skills: hadoop etl airflow python sql,Data Engineering,Data Engineer
actively collaborated in team settings using pyhton etl spark slq hadoop airflow logistics supply chain skills: python etl spark sql hadoop airflow,Data Engineering,Data Engineer
passionate about learning new technologies such as mongodb recat node docker typescript express problem solving presentation skills skills: mongodb react node docker typescript express,Software Development,Full Stack Developer
responsible for developing solutions using postman selenium bugzilla manual testing junit testng leadership adaptability skills: postman selenium bugzilla manual testing junit testng,Software QA,QA Tester
hands-on experience in manual testing postman testng bugzilla junit selenium logistics excel skills: manual testing postman testng bugzilla junit selenium,Software QA,QA Tester
actively collaborated in team settings using selenium postman junit manual testing testng excel skills: selenium postman junit manual testing testng,Software QA,QA Tester
passionate about learning new technologies such as cs typescript js recat adaptability skills: css typescript js react,Design,Frontend Developer
hands-on experience in typescript tailwind js figma leadership skills: typescript tailwind js figma,Design,Frontend Developer
worked on several projects involving aws jenkins ci/cd docker kubernetes linux logistics attention to detail skills: aws jenkins ci/cd docker kubernetes linux,IT Infrastructure,DevOps Engineer
actively collaborated in team settings using keras numpy tensorflow pandas team player content writing skills: keras numpy tensorflow pandas,Data Science,ML Engineer
worked on several projects involving cs figma tailwind recat htlm typescript js excel content writing skills: css figma tailwind react html typescript js,Design,Frontend Developer
passionate about learning new technologies such as rest docker linux slq pyhton django git accounting skills: rest docker linux sql python django git,Software Development,Backend Developer
worked on several projects involving ci/cd jenkins aws kubernetes docker linux accounting skills: ci/cd jenkins aws kubernetes docker linux,IT Infrastructure,DevOps Engineer
actively collaborated in team settings using aws linux kubernetes docker ci/cd team player content writing skills: aws linux kubernetes docker ci/cd,IT Infrastructure,DevOps Engineer
hands-on experience in recruitment payroll hrms employee relations onboarding team player skills: recruitment payroll hrms employee relations onboarding,HR,HR Specialist
hands-on experience in jenkins ci/cd kubernetes docker linux aws attention to detail skills: jenkins ci/cd kubernetes docker linux aws,IT Infrastructure,DevOps Engineer
passionate about learning new technologies such as recat typescript js tailwind figma problem solving team player skills: react typescript js tailwind figma,Design,Frontend Developer
passionate about learning new technologies such as switching firewalls routing vpn cisco attention to detail skills: switching firewalls routing vpn cisco,IT Infrastructure,Network Engineer
passionate about learning new technologies such as pyhton keras pandas sklearn tensorflow salesforce leadership skills: python keras pandas sklearn tensorflow,Data Science,ML Engineer
worked on several projects involving jenkins aws linux ci/cd adaptability communication skills: jenkins aws linux ci/cd,IT Infrastructure,DevOps Engineer
responsible for developing solutions using js figma recat htlm tailwind leadership skills: js figma react html tailwind,Design,Frontend Developer
actively collaborated in team settings using spark airflow slq pyhton etl hadoop excel skills: spark airflow sql python etl hadoop,Data Engineering,Data Engineer
passionate about learning new technologies such as manual testing postman bugzilla junit accounting attention to detail skills: manual testing postman bugzilla junit,Software QA,QA Tester
worked on several projects involving slq docker linux pyhton rest django salesforce critical thinking skills: sql docker linux python rest django,Software Development,Backend Developer
hands-on experience in xml jvaa firebase kotlin problem solving content writing skills: xml java firebase kotlin,Software Development,Android Developer
worked on several projects involving testng manual testing junit selenium bugzilla supply chain adaptability skills: testng manual testing junit selenium bugzilla,Software QA,QA Tester
responsible for developing solutions using keras pandas numpy pyhton sklearn accounting skills: keras pandas numpy python sklearn,Data Science,ML Engineer
passionate about learning new technologies such as switching firewalls cisco routing vpn critical thinking skills: switching firewalls cisco routing vpn,IT Infrastructure,Network Engineer
worked on several projects involving cs js figma htlm tailwind recat leadership critical thinking skills: css js figma html tailwind react,Design,Frontend Developer
responsible for developing solutions using keras numpy pandas tensorflow sklearn supply chain logistics skills: keras numpy pandas tensorflow sklearn,Data Science,ML Engineer
actively collaborated in team settings using linux aws kubernetes docker ci/cd accounting communication skills: linux aws kubernetes docker ci/cd,IT Infrastructure,DevOps Engineer
worked on several projects involving docker pyhton rest git linux slq django content writing skills: docker python rest git linux sql django,Software Development,Backend Developer
responsible for developing solutions using testng selenium manual testing bugzilla junit presentation skills accounting skills: testng selenium manual testing bugzilla junit,Software QA,QA Tester
actively collaborated in team settings using figma js cs recat content writing logistics skills: figma js css react,Design,Frontend Developer
worked on several projects involving linux docker jenkins aws kubernetes attention to detail logistics skills: linux docker jenkins aws kubernetes,IT Infrastructure,DevOps Engineer
responsible for developing solutions using payroll recruitment employee relations hrms supply chain skills: payroll recruitment employee relations hrms,HR,HR Specialist
responsible for developing solutions using slq pandas excel statistics problem solving skills: sql pandas excel statistics,Data Science,Data Analyst
passionate about learning new technologies such as pyhton slq git django rest presentation skills skills: python sql git django rest,Software Development,Backend Developer
worked on several projects involving git django slq linux rest docker pyhton content writing attention to detail skills: git django sql linux rest docker python,Software Development,Backend Developer
worked on several projects involving docker rest linux django git pyhton slq content writing skills: docker rest linux django git python sql,Software Development,Backend Developer
actively collaborated in team settings using pyhton airflow spark slq hadoop logistics communication skills: python airflow spark sql hadoop,Data Engineering,Data Engineer
hands-on experience in matplotlib statistics slq excel pandas presentation skills skills: matplotlib statistics sql excel pandas,Data Science,Data Analyst
passionate about learning new technologies such as spark hadoop etl pyhton content writing logistics skills: spark hadoop etl python,Data Engineering,Data Engineer
worked on several projects involving statistics powerbi matplotlib excel pandas slq supply chain skills: statistics powerbi matplotlib excel pandas sql,Data Science,Data Analyst
passionate about learning new technologies such as firebase jvaa kotlin android studio critical thinking leadership skills: firebase java kotlin android studio,Software Development,Android Developer
worked on several projects involving erp excel budgeting financial modeling forecasting communication skills: erp excel budgeting financial modeling forecasting,Finance,Finance Analyst
passionate about learning new technologies such as firewalls vpn routing switching cisco logistics skills: firewalls vpn routing switching cisco,IT Infrastructure,Network Engineer
actively collaborated in team settings using tailwind typescript recat htlm cs figma js supply chain logistics skills: tailwind typescript react html css figma js,Design,Frontend Developer
hands-on experience in manual testing postman selenium testng bugzilla logistics skills: manual testing postman selenium testng bugzilla,Software QA,QA Tester
worked on several projects involving hrms payroll onboarding recruitment employee relations presentation skills communication skills: hrms payroll onboarding recruitment employee relations,HR,HR Specialist
responsible for developing solutions using junit bugzilla testng postman problem solving skills: junit bugzilla testng postman,Software QA,QA Tester
hands-on experience in user testing wireframes xd figma prototyping communication skills: user testing wireframes xd figma prototyping,Design,UI/UX Designer
passionate about learning new technologies such as ci/cd jenkins kubernetes aws docker linux presentation skills skills: ci/cd jenkins kubernetes aws docker linux,IT Infrastructure,DevOps Engineer
hands-on experience in firebase swift cocoa xcode ui design team player skills: firebase swift cocoa xcode ui design,Software Development,iOS Developer
worked on several projects involving sklearn pandas numpy keras tensorflow pyhton presentation skills skills: sklearn pandas numpy keras tensorflow python,Data Science,ML Engineer
worked on several projects involving docker express node typescript logistics content writing skills: docker express node typescript,Software Development,Full Stack Developer
hands-on experience in mongodb docker node typescript express recat adaptability problem solving skills: mongodb docker node typescript express react,Software Development,Full Stack Developer
actively collaborated in team settings using pyhton slq docker linux django critical thinking adaptability skills: python sql docker linux django,Software Development,Backend Developer
passionate about learning new technologies such as tailwind js cs figma recat htlm critical thinking presentation skills skills: tailwind js css figma react html,Design,Frontend Developer
passionate about learning new technologies such as postman bugzilla testng manual testing leadership skills: postman bugzilla testng manual testing,Software QA,QA Tester
passionate about learning new technologies such as pandas powerbi slq excel statistics critical thinking excel skills: pandas powerbi sql excel statistics,Data Science,Data Analyst
responsible for developing solutions using junit postman selenium manual testing bugzilla testng problem solving content writing skills: junit postman selenium manual testing bugzilla testng,Software QA,QA Tester
responsible for developing solutions using git slq rest pyhton docker django linux team player presentation skills skills: git sql rest python docker django linux,Software Development,Backend Developer
hands-on experience in numpy keras pandas pyhton sklearn leadership skills: numpy keras pandas python sklearn,Data Science,ML Engineer
passionate about learning new technologies such as bugzilla postman testng junit manual testing critical thinking salesforce skills: bugzilla postman testng junit manual testing,Software QA,QA Tester
responsible for developing solutions using tensorflow sklearn numpy keras pandas team player skills: tensorflow sklearn numpy keras pandas,Data Science,ML Engineer
passionate about learning new technologies such as hadoop slq etl airflow spark pyhton communication skills: hadoop sql etl airflow spark python,Data Engineering,Data Engineer
responsible for developing solutions using docker kubernetes jenkins ci/cd aws excel team player skills: docker kubernetes jenkins ci/cd aws,IT Infrastructure,DevOps Engineer
responsible for developing solutions using tensorflow pyhton sklearn pandas keras accounting presentation skills skills: tensorflow python sklearn pandas keras,Data Science,ML Engineer
worked on several projects involving figma cs js htlm excel content writing skills: figma css js html,Design,Frontend Developer
worked on several projects involving recat express docker node content writing skills: react express docker node,Software Development,Full Stack Developer
worked on several projects involving figma typescript cs js accounting skills: figma typescript css js,Design,Frontend Developer
hands-on experience in figma tailwind typescript recat htlm js cs leadership skills: figma tailwind typescript react html js css,Design,Frontend Developer
hands-on experience in bugzilla junit manual testing testng postman selenium content writing accounting skills: bugzilla junit manual testing testng postman selenium,Software QA,QA Tester
actively collaborated in team settings using slq matplotlib statistics powerbi excel pandas team player skills: sql matplotlib statistics powerbi excel pandas,Data Science,Data Analyst
responsible for developing solutions using pyhton django docker git linux slq accounting skills: python django docker git linux sql,Software Development,Backend Developer
responsible for developing solutions using financial modeling forecasting excel erp budgeting communication skills: financial modeling forecasting excel erp budgeting,Finance,Finance Analyst
actively collaborated in team settings using pyhton airflow spark hadoop slq content writing salesforce skills: python airflow spark hadoop sql,Data Engineering,Data Engineer
worked on several projects involving hadoop pyhton etl slq spark supply chain skills: hadoop python etl sql spark,Data Engineering,Data Engineer
hands-on experience in docker slq pyhton rest git accounting skills: docker sql python rest git,Software Development,Backend Developer
responsible for developing solutions using slq statistics excel powerbi salesforce skills: sql statistics excel powerbi,Data Science,Data Analyst
passionate about learning new technologies such as django rest git slq communication leadership skills: django rest git sql,Software Development,Backend Developer
hands-on experience in prototyping xd user testing wireframes logistics presentation skills skills: prototyping xd user testing wireframes,Design,UI/UX Designer
responsible for developing solutions using wireframes user testing figma prototyping xd content writing logistics skills: wireframes user testing figma prototyping xd,Design,UI/UX Designer
hands-on experience in ui design xcode firebase cocoa swift team player skills: ui design xcode firebase cocoa swift,Software Development,iOS Developer
actively collaborated in team settings using seo blogging wordpress grammar content writing adaptability skills: seo blogging wordpress grammar,Content,Content Writer
passionate about learning new technologies such as copywriting seo grammar wordpress problem solving accounting skills: copywriting seo grammar wordpress,Content,Content Writer
worked on several projects involving slq pyhton linux django git excel skills: sql python linux django git,Software Development,Backend Developer
responsible for developing solutions using pyhton keras tensorflow pandas numpy attention to detail content writing skills: python keras tensorflow pandas numpy,Data Science,ML Engineer
actively collaborated in team settings using manual testing selenium bugzilla junit testng postman salesforce skills: manual testing selenium bugzilla junit testng postman,Software QA,QA Tester
responsible for developing solutions using spark slq hadoop airflow pyhton etl salesforce skills: spark sql hadoop airflow python etl,Data Engineering,Data Engineer
hands-on experience in django linux docker slq critical thinking skills: django linux docker sql,Software Development,Backend Developer
hands-on experience in recat js cs typescript figma presentation skills logistics skills: react js css typescript figma,Design,Frontend Developer
responsible for developing solutions using numpy sklearn pandas keras pyhton presentation skills skills: numpy sklearn pandas keras python,Data Science,ML Engineer
passionate about learning new technologies such as figma cs recat tailwind htlm logistics skills: figma css react tailwind html,Design,Frontend Developer
responsible for developing solutions using manual testing bugzilla postman junit testng presentation skills supply chain skills: manual testing bugzilla postman junit testng,Software QA,QA Tester
hands-on experience in cisco switching vpn firewalls routing logistics salesforce skills: cisco switching vpn firewalls routing,IT Infrastructure,Network Engineer
responsible for developing solutions using budgeting forecasting erp excel attention to detail skills: budgeting forecasting erp excel,Finance,Finance Analyst
passionate about learning new technologies such as node express docker typescript mongodb recat adaptability skills: node express docker typescript mongodb react,Software Development,Full Stack Developer
passionate about learning new technologies such as onboarding hrms recruitment employee relations payroll supply chain skills: onboarding hrms recruitment employee relations payroll,HR,HR Specialist
responsible for developing solutions using cs typescript recat figma htlm tailwind js presentation skills critical thinking skills: css typescript react figma html tailwind js,Design,Frontend Developer
passionate about learning new technologies such as pyhton keras sklearn tensorflow pandas numpy content writing salesforce skills: python keras sklearn tensorflow pandas numpy,Data Science,ML Engineer
responsible for developing solutions using js htlm recat cs tailwind excel accounting skills: js html react css tailwind,Design,Frontend Developer
responsible for developing solutions using git docker rest pyhton django adaptability skills: git docker rest python django,Software Development,Backend Developer
hands-on experience in linux jenkins kubernetes docker ci/cd critical thinking skills: linux jenkins kubernetes docker ci/cd,IT Infrastructure,DevOps Engineer
hands-on experience in postman selenium bugzilla testng problem solving excel skills: postman selenium bugzilla testng,Software QA,QA Tester
hands-on experience in spark etl airflow slq attention to detail communication skills: spark etl airflow sql,Data Engineering,Data Engineer
worked on several projects involving django rest pyhton slq leadership skills: django rest python sql,Software Development,Backend Developer
worked on several projects involving numpy sklearn pyhton tensorflow keras pandas excel problem solving skills: numpy sklearn python tensorflow keras pandas,Data Science,ML Engineer
responsible for developing solutions using spark etl slq airflow hadoop presentation skills communication skills: spark etl sql airflow hadoop,Data Engineering,Data Engineer
hands-on experience in pandas slq matplotlib statistics powerbi logistics skills: pandas sql matplotlib statistics powerbi,Data Science,Data Analyst
hands-on experience in xml android studio firebase jvaa kotlin communication skills: xml android studio firebase java kotlin,Software Development,Android Developer
hands-on experience in recat node typescript docker mongodb express problem solving accounting skills: react node typescript docker mongodb express,Software Development,Full Stack Developer
worked on several projects involving figma wireframes user testing xd salesforce accounting skills: figma wireframes user testing xd,Design,UI/UX Designer
passionate about learning new technologies such as express typescript node docker recat attention to detail skills: express typescript node docker react,Software Development,Full Stack Developer
actively collaborated in team settings using git slq rest django pyhton docker linux communication team player skills: git sql rest django python docker linux,Software Development,Backend Developer
hands-on experience in budgeting forecasting excel financial modeling erp logistics skills: budgeting forecasting excel financial modeling erp,Finance,Finance Analyst
passionate about learning new technologies such as django git linux slq pyhton docker rest content writing skills: django git linux sql python docker rest,Software Development,Backend Developer
actively collaborated in team settings using pandas slq matplotlib statistics excel logistics skills: pandas sql matplotlib statistics excel,Data Science,Data Analyst
actively collaborated in team settings using manual testing junit bugzilla postman selenium testng content writing adaptability skills: manual testing junit bugzilla postman selenium testng,Software QA,QA Tester
worked on several projects involving grammar wordpress blogging copywriting seo excel adaptability skills: grammar wordpress blogging copywriting seo,Content,Content Writer
hands-on experience in tensorflow sklearn pyhton numpy logistics skills: tensorflow sklearn python numpy,Data Science,ML Engineer
actively collaborated in team settings using kubernetes aws linux jenkins communication logistics skills: kubernetes aws linux jenkins,IT Infrastructure,DevOps Engineer
responsible for developing solutions using recat docker express node logistics skills: react docker express node,Software Development,Full Stack Developer
responsible for developing solutions using xd user testing prototyping figma wireframes presentation skills skills: xd user testing prototyping figma wireframes,Design,UI/UX Designer
worked on several projects involving cisco switching firewalls vpn routing presentation skills skills: cisco switching firewalls vpn routing,IT Infrastructure,Network Engineer
actively collaborated in team settings using airflow spark hadoop slq accounting skills: airflow spark hadoop sql,Data Engineering,Data Engineer
responsible for developing solutions using vpn routing firewalls cisco switching problem solving salesforce skills: vpn routing firewalls cisco switching,IT Infrastructure,Network Engineer
worked on several projects involving typescript cs tailwind recat figma accounting salesforce skills: typescript css tailwind react figma,Design,Frontend Developer
actively collaborated in team settings using selenium testng bugzilla manual testing junit postman accounting skills: selenium testng bugzilla manual testing junit postman,Software QA,QA Tester
actively collaborated in team settings using matplotlib statistics slq pandas problem solving skills: matplotlib statistics sql pandas,Data Science,Data Analyst
worked on several projects involving etl hadoop pyhton spark airflow slq attention to detail skills: etl hadoop python spark airflow sql,Data Engineering,Data Engineer
worked on several projects involving hadoop slq airflow etl spark supply chain logistics skills: hadoop sql airflow etl spark,Data Engineering,Data Engineer
actively collaborated in team settings using cisco routing vpn switching firewalls communication attention to detail skills: cisco routing vpn switching firewalls,IT Infrastructure,Network Engineer
hands-on experience in etl hadoop airflow pyhton spark critical thinking communication skills: etl hadoop airflow python spark,Data Engineering,Data Engineer
actively collaborated in team settings using slq matplotlib excel statistics powerbi pandas excel supply chain skills: sql matplotlib excel statistics powerbi pandas,Data Science,Data Analyst
responsible for developing solutions using powerbi statistics slq pandas content writing critical thinking skills: powerbi statistics sql pandas,Data Science,Data Analyst
hands-on experience in testng junit selenium postman manual testing presentation skills skills: testng junit selenium postman manual testing,Software QA,QA Tester
passionate about learning new technologies such as mongodb express recat node docker typescript salesforce critical thinking skills: mongodb express react node docker typescript,Software Development,Full Stack Developer
worked on several projects involving keras pandas pyhton numpy sklearn tensorflow leadership skills: keras pandas python numpy sklearn tensorflow,Data Science,ML Engineer
actively collaborated in team settings using seo wordpress copywriting blogging critical thinking attention to detail skills: seo wordpress copywriting blogging,Content,Content Writer
hands-on experience in kotlin firebase android studio xml content writing critical thinking skills: kotlin firebase android studio xml,Software Development,Android Developer
hands-on experience in firebase ui design cocoa xcode problem solving skills: firebase ui design cocoa xcode,Software Development,iOS Developer
responsible for developing solutions using typescript js tailwind recat cs content writing excel skills: typescript js tailwind react css,Design,Frontend Developer
passionate about learning new technologies such as mongodb recat typescript node express problem solving logistics skills: mongodb react typescript node express,Software Development,Full Stack Developer
actively collaborated in team settings using sklearn keras pyhton numpy tensorflow pandas logistics skills: sklearn keras python numpy tensorflow pandas,Data Science,ML Engineer
passionate about learning new technologies such as pandas sklearn pyhton keras tensorflow presentation skills attention to detail skills: pandas sklearn python keras tensorflow,Data Science,ML Engineer
passionate about learning new technologies such as linux django rest slq salesforce skills: linux django rest sql,Software Development,Backend Developer
hands-on experience in htlm js figma tailwind recat content writing problem solving skills: html js figma tailwind react,Design,Frontend Developer
worked on several projects involving jenkins ci/cd kubernetes aws linux docker problem solving supply chain skills: jenkins ci/cd kubernetes aws linux docker,IT Infrastructure,DevOps Engineer
responsible for developing solutions using mongodb node express docker typescript recat problem solving skills: mongodb node express docker typescript react,Software Development,Full Stack Developer
actively collaborated in team settings using linux slq docker rest git pyhton django communication presentation skills skills: linux sql docker rest git python django,Software Development,Backend Developer
passionate about learning new technologies such as wireframes prototyping xd user testing excel team player skills: wireframes prototyping xd user testing,Design,UI/UX Designer
hands-on experience in kubernetes docker ci/cd aws jenkins supply chain skills: kubernetes docker ci/cd aws jenkins,IT Infrastructure,DevOps Engineer
hands-on experience in linux ci/cd kubernetes aws jenkins excel leadership skills: linux ci/cd kubernetes aws jenkins,IT Infrastructure,DevOps Engineer
responsible for developing solutions using hadoop pyhton airflow spark slq etl presentation skills excel skills: hadoop python airflow spark sql etl,Data Engineering,Data Engineer
passionate about learning new technologies such as pandas pyhton tensorflow sklearn numpy keras communication team player skills: pandas python tensorflow sklearn numpy keras,Data Science,ML Engineer
actively collaborated in team settings using testng junit manual testing bugzilla selenium postman presentation skills skills: testng junit manual testing bugzilla selenium postman,Software QA,QA Tester
actively collaborated in team settings using prototyping wireframes xd figma user testing communication skills: prototyping wireframes xd figma user testing,Design,UI/UX Designer
responsible for developing solutions using xcode cocoa firebase swift excel skills: xcode cocoa firebase swift,Software Development,iOS Developer
worked on several projects involving jenkins kubernetes docker aws linux accounting excel skills: jenkins kubernetes docker aws linux,IT Infrastructure,DevOps Engineer
passionate about learning new technologies such as etl pyhton airflow spark slq team player accounting skills: etl python airflow spark sql,Data Engineering,Data Engineer
passionate about learning new technologies such as grammar blogging copywriting seo wordpress attention to detail supply chain skills: grammar blogging copywriting seo wordpress,Content,Content Writer
passionate about learning new technologies such as erp forecasting excel budgeting excel skills: erp forecasting excel budgeting,Finance,Finance Analyst
passionate about learning new technologies such as pyhton spark airflow etl slq salesforce skills: python spark airflow etl sql,Data Engineering,Data Engineer
actively collaborated in team settings using django git docker linux rest salesforce content writing skills: django git docker linux rest,Software Development,Backend Developer
actively collaborated in team settings using pandas powerbi statistics slq excel team player skills: pandas powerbi statistics sql excel,Data Science,Data Analyst
responsible for developing solutions using android studio jvaa kotlin xml adaptability problem solving skills: android studio java kotlin xml,Software Development,Android Developer
worked on several projects involving numpy pyhton pandas tensorflow keras sklearn critical thinking supply chain skills: numpy python pandas tensorflow keras sklearn,Data Science,ML Engineer
worked on several projects involving blogging wordpress copywriting grammar seo presentation skills attention to detail skills: blogging wordpress copywriting grammar seo,Content,Content Writer
passionate about learning new technologies such as hadoop slq etl airflow adaptability skills: hadoop sql etl airflow,Data Engineering,Data Engineer
hands-on experience in slq git docker linux django rest accounting critical thinking skills: sql git docker linux django rest,Software Development,Backend Developer
responsible for developing solutions using numpy pyhton sklearn keras tensorflow pandas problem solving skills: numpy python sklearn keras tensorflow pandas,Data Science,ML Engineer
responsible for developing solutions using figma htlm tailwind recat adaptability skills: figma html tailwind react,Design,Frontend Developer
hands-on experience in slq powerbi matplotlib statistics content writing accounting skills: sql powerbi matplotlib statistics,Data Science,Data Analyst
passionate about learning new technologies such as statistics powerbi pandas matplotlib excel salesforce supply chain skills: statistics powerbi pandas matplotlib excel,Data Science,Data Analyst
actively collaborated in team settings using keras sklearn pandas pyhton leadership skills: keras sklearn pandas python,Data Science,ML Engineer
passionate about learning new technologies such as pyhton keras numpy sklearn pandas tensorflow accounting skills: python keras numpy sklearn pandas tensorflow,Data Science,ML Engineer
hands-on experience in tensorflow pandas keras sklearn numpy pyhton logistics skills: tensorflow pandas keras sklearn numpy python,Data Science,ML Engineer
actively collaborated in team settings using docker django pyhton git linux team player content writing skills: docker django python git linux,Software Development,Backend Developer
worked on several projects involving tailwind typescript htlm figma js cs recat team player accounting skills: tailwind typescript html figma js css react,Design,Frontend Developer
responsible for developing solutions using recruitment onboarding payroll hrms attention to detail logistics skills: recruitment onboarding payroll hrms,HR,HR Specialist
actively collaborated in team settings using pyhton etl slq spark supply chain skills: python etl sql spark,Data Engineering,Data Engineer
passionate about learning new technologies such as pandas statistics matplotlib powerbi slq excel excel skills: pandas statistics matplotlib powerbi sql excel,Data Science,Data Analyst
hands-on experience in xcode cocoa swift firebase content writing attention to detail skills: xcode cocoa swift firebase,Software Development,iOS Developer
worked on several projects involving docker linux jenkins kubernetes ci/cd aws team player skills: docker linux jenkins kubernetes ci/cd aws,IT Infrastructure,DevOps Engineer
responsible for developing solutions using rest slq django pyhton salesforce skills: rest sql django python,Software Development,Backend Developer
responsible for developing solutions using sklearn pandas pyhton numpy keras tensorflow communication salesforce skills: sklearn pandas python numpy keras tensorflow,Data Science,ML Engineer
passionate about learning new technologies such as slq powerbi pandas excel statistics communication skills: sql powerbi pandas excel statistics,Data Science,Data Analyst
responsible for developing solutions using selenium manual testing bugzilla junit salesforce skills: selenium manual testing bugzilla junit,Software QA,QA Tester
worked on several projects involving express recat typescript mongodb communication team player skills: express react typescript mongodb,Software Development,Full Stack Developer
hands-on experience in junit manual testing bugzilla postman testng communication skills: junit manual testing bugzilla postman testng,Software QA,QA Tester
actively collaborated in team settings using tailwind cs htlm recat content writing adaptability skills: tailwind css html react,Design,Frontend Developer
responsible for developing solutions using blogging wordpress seo grammar presentation skills skills: blogging wordpress seo grammar,Content,Content Writer
worked on several projects involving keras pyhton tensorflow sklearn numpy pandas salesforce skills: keras python tensorflow sklearn numpy pandas,Data Science,ML Engineer
actively collaborated in team settings using mongodb docker node express typescript recat attention to detail supply chain skills: mongodb docker node express typescript react,Software Development,Full Stack Developer
actively collaborated in team settings using ci/cd kubernetes linux docker team player problem solving skills: ci/cd kubernetes linux docker,IT Infrastructure,DevOps Engineer
hands-on experience in pyhton keras numpy pandas communication skills: python keras numpy pandas,Data Science,ML Engineer
worked on several projects involving spark etl hadoop pyhton slq airflow content writing accounting skills: spark etl hadoop python sql airflow,Data Engineering,Data Engineer
responsible for developing solutions using manual testing selenium junit bugzilla problem solving supply chain skills: manual testing selenium junit bugzilla,Software QA,QA Tester
worked on several projects involving recruitment payroll onboarding employee relations hrms accounting adaptability skills: recruitment payroll onboarding employee relations hrms,HR,HR Specialist
hands-on experience in typescript express mongodb recat docker team player supply chain skills: typescript express mongodb react docker,Software Development,Full Stack Developer
passionate about learning new technologies such as firewalls routing switching cisco leadership communication skills: firewalls routing switching cisco,IT Infrastructure,Network Engineer
responsible for developing solutions using airflow etl pyhton spark hadoop salesforce accounting skills: airflow etl python spark hadoop,Data Engineering,Data Engineer
hands-on experience in etl airflow spark slq hadoop supply chain skills: etl airflow spark sql hadoop,Data Engineering,Data Engineer
worked on several projects involving pyhton etl hadoop airflow slq logistics skills: python etl hadoop airflow sql,Data Engineering,Data Engineer
passionate about learning new technologies such as vpn routing cisco switching content writing excel skills: vpn routing cisco switching,IT Infrastructure,Network Engineer
responsible for developing solutions using cisco vpn switching routing communication content writing skills: cisco vpn switching routing,IT Infrastructure,Network Engineer
worked on several projects involving erp forecasting excel financial modeling problem solving skills: erp forecasting excel financial modeling,Finance,Finance Analyst
hands-on experience in bugzilla manual testing testng junit selenium leadership skills: bugzilla manual testing testng junit selenium,Software QA,QA Tester
responsible for developing solutions using js typescript recat htlm content writing supply chain skills: js typescript react html,Design,Frontend Developer
hands-on experience in js recat cs figma typescript htlm excel skills: js react css figma typescript html,Design,Frontend Developer
actively collaborated in team settings using mongodb recat typescript docker attention to detail presentation skills skills: mongodb react typescript docker,Software Development,Full Stack Developer
actively collaborated in team settings using tensorflow pandas sklearn numpy pyhton keras salesforce skills: tensorflow pandas sklearn numpy python keras,Data Science,ML Engineer
hands-on experience in figma tailwind htlm js team player skills: figma tailwind html js,Design,Frontend Developer
hands-on experience in pandas statistics slq excel matplotlib accounting skills: pandas statistics sql excel matplotlib,Data Science,Data Analyst
hands-on experience in cs htlm recat tailwind js figma logistics skills: css html react tailwind js figma,Design,Frontend Developer
actively collaborated in team settings using tailwind typescript cs figma team player logistics skills: tailwind typescript css figma,Design,Frontend Developer
responsible for developing solutions using cocoa xcode firebase swift ui design adaptability logistics skills: cocoa xcode firebase swift ui design,Software Development,iOS Developer
hands-on experience in pyhton tensorflow keras numpy pandas presentation skills skills: python tensorflow keras numpy pandas,Data Science,ML Engineer
responsible for developing solutions using blogging wordpress seo copywriting grammar attention to detail team player skills: blogging wordpress seo copywriting grammar,Content,Content Writer
actively collaborated in team settings using hrms employee relations onboarding payroll recruitment presentation skills problem solving skills: hrms employee relations onboarding payroll recruitment,HR,HR Specialist
responsible for developing solutions using slq excel statistics pandas powerbi logistics skills: sql excel statistics pandas powerbi,Data Science,Data Analyst
hands-on experience in slq etl airflow pyhton spark communication leadership skills: sql etl airflow python spark,Data Engineering,Data Engineer
passionate about learning new technologies such as django git pyhton slq leadership logistics skills: django git python sql,Software Development,Backend Developer
worked on several projects involving mongodb recat express docker node typescript salesforce supply chain skills: mongodb react express docker node typescript,Software Development,Full Stack Developer
responsible for developing solutions using excel statistics pandas matplotlib powerbi adaptability skills: excel statistics pandas matplotlib powerbi,Data Science,Data Analyst
worked on several projects involving onboarding hrms employee relations recruitment payroll logistics skills: onboarding hrms employee relations recruitment payroll,HR,HR Specialist
hands-on experience in manual testing bugzilla postman selenium adaptability skills: manual testing bugzilla postman selenium,Software QA,QA Tester
passionate about learning new technologies such as xd user testing figma wireframes adaptability content writing skills: xd user testing figma wireframes,Design,UI/UX Designer
actively collaborated in team settings using slq hadoop pyhton spark airflow accounting skills: sql hadoop python spark airflow,Data Engineering,Data Engineer
actively collaborated in team settings using statistics excel matplotlib slq pandas powerbi leadership skills: statistics excel matplotlib sql pandas powerbi,Data Science,Data Analyst
